Country,State,Year,City,"Pradhan Mantri Awas Yojana (Pmay) Investment Amount (UOM:INR(IndianRupees)), Scaling Factor:10000000","Pradhan Mantri Awas Yojana (Pmay) Central Assistance Sanctioned (UOM:INR(IndianRupees)), Scaling Factor:10000000","Pradhan Mantri Awas Yojana (Pmay) Central Assistance Released (UOM:INR(IndianRupees)), Scaling Factor:10000000","Pradhan Mantri Awas Yojana (Pmay) Houses Sanctioned (UOM:Number), Scaling Factor:1","Pradhan Mantri Awas Yojana (Pmay) Houses Grounded (UOM:Number), Scaling Factor:1","Pradhan Mantri Awas Yojana (Pmay) Houses Completed (UOM:Number), Scaling Factor:1"
India,Bihar,"Calendar Year (Jan - Dec), 2025","Bhawanipur, Town Panchayat",22.5500000000000000,5.2100000000000000,2.0800000000000000,347.0000000000000000,58.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Bihariganj, Town Panchayat",48.4900000000000000,11.1900000000000000,4.4800000000000000,746.0000000000000000,56.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Biharsharif, Municipal Corporation",127.1300000000000000,33.4500000000000000,26.8900000000000000,2145.0000000000000000,1528.0000000000000000,1344.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Bihat, Municipality",223.0700000000000000,58.7600000000000000,35.8900000000000000,3916.0000000000000000,2109.0000000000000000,1468.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Bihta, Municipality",61.9300000000000000,13.7700000000000000,6.4300000000000000,890.0000000000000000,226.0000000000000000,74.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Bikram, Town Panchayat",69.2800000000000000,21.8400000000000000,14.5000000000000000,1452.0000000000000000,1295.0000000000000000,898.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Bikramganj, Municipality",74.4300000000000000,20.2900000000000000,16.6500000000000000,1339.0000000000000000,1259.0000000000000000,894.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Biraul, Town Panchayat",57.3300000000000000,13.2300000000000000,5.2900000000000000,882.0000000000000000,86.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Birpur, Town Panchayat",73.6700000000000000,19.5900000000000000,15.0300000000000000,1300.0000000000000000,1213.0000000000000000,480.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Bodh Gaya, Municipality",323.7200000000000000,83.1400000000000000,45.5600000000000000,5484.0000000000000000,3182.0000000000000000,1651.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Bounsi, Town Panchayat",38.8000000000000000,8.9600000000000000,3.5800000000000000,597.0000000000000000,92.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Brahmpur, Town Panchayat",16.1200000000000000,3.7200000000000000,1.49000000000000000000,248.0000000000000000,69.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Buxar, Municipality",57.1100000000000000,12.8500000000000000,9.9700000000000000,759.0000000000000000,466.0000000000000000,407.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Cantonment Board, Danapur",153.4900000000000000,18.6700000000000000,18.6700000000000000,827.0000000000000000,827.0000000000000000,827.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Chakia, Municipality",219.7100000000000000,62.0400000000000000,34.2300000000000000,4130.0000000000000000,4040.0000000000000000,1761.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Champanagar, Town Panchayat",34.5800000000000000,7.9800000000000000,3.1900000000000000,532.0000000000000000,117.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Chandi, Town Panchayat",5.5200000000000000,1.28000000000000000000,0.51000000000000000000,85.0000000000000000,35.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Chanpatia, Town Panchayat",60.5000000000000000,16.1800000000000000,13.2100000000000000,1075.0000000000000000,967.0000000000000000,622.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Chapra, Municipal Corporation",109.2800000000000000,29.1200000000000000,20.1700000000000000,1902.0000000000000000,1269.0000000000000000,847.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Chausa, Town Panchayat",13.9100000000000000,3.2100000000000000,1.28000000000000000000,214.0000000000000000,75.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Chenari, Town Panchayat",24.5000000000000000,5.6500000000000000,2.2600000000000000,377.0000000000000000,160.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Chewara, Town Panchayat",11.7700000000000000,2.7100000000000000,1.09000000000000000000,181.0000000000000000,,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Dalsinghsarai, Municipality",89.1700000000000000,21.5800000000000000,11.8100000000000000,1424.0000000000000000,480.0000000000000000,317.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Darbhanga, Municipal Corporation",258.1400000000000000,82.4200000000000000,58.8300000000000000,4208.0000000000000000,3437.0000000000000000,3067.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Daudnagar, Municipality",107.8300000000000000,26.1100000000000000,12.1100000000000000,1732.0000000000000000,624.0000000000000000,418.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Dehri Dalmianagar, Municipality",93.9300000000000000,22.9900000000000000,12.1500000000000000,1500.0000000000000000,1027.0000000000000000,671.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Deo, Town Panchayat",10.5300000000000000,2.4300000000000000,0.97000000000000000000,162.0000000000000000,69.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Dhaka, Municipality",253.6700000000000000,70.1900000000000000,60.7100000000000000,4678.0000000000000000,4642.0000000000000000,3267.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Dhamdaha, Town Panchayat",43.8100000000000000,10.1100000000000000,4.0400000000000000,674.0000000000000000,135.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Dighwara, Town Panchayat",161.9800000000000000,46.9200000000000000,23.4700000000000000,3126.0000000000000000,2896.0000000000000000,1508.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Dinapur Nizamat, Municipality",100.5800000000000000,18.2300000000000000,16.4500000000000000,1008.0000000000000000,886.0000000000000000,767.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Dinara, Town Panchayat",13.2600000000000000,3.0600000000000000,1.22000000000000000000,204.0000000000000000,37.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Dobhi, Town Panchayat",42.3100000000000000,9.7700000000000000,3.9100000000000000,651.0000000000000000,66.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Dumra, Town Panchayat",25.1600000000000000,6.7400000000000000,6.4000000000000000,428.0000000000000000,428.0000000000000000,294.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Dumraon, Municipality",87.5800000000000000,24.7300000000000000,20.1400000000000000,1627.0000000000000000,1329.0000000000000000,968.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Ekangarsarai, Town Panchayat",2.2800000000000000,0.52000000000000000000,0.21000000000000000000,35.0000000000000000,12.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Ekma Bazar, Town Panchayat",84.4500000000000000,22.8000000000000000,14.4400000000000000,1517.0000000000000000,1002.0000000000000000,596.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Fatehpur, Town Panchayat",42.6400000000000000,9.8400000000000000,3.9400000000000000,656.0000000000000000,8.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Fatwah, Municipality",70.7000000000000000,18.2600000000000000,11.8900000000000000,1206.0000000000000000,881.0000000000000000,564.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Forbesganj, Municipality",70.6700000000000000,18.5100000000000000,15.0600000000000000,1217.0000000000000000,1144.0000000000000000,688.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Garhani, Town Panchayat",79.1700000000000000,18.2700000000000000,7.3100000000000000,1218.0000000000000000,65.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Gaya, Municipal Corporation",682.8400000000000000,217.0100000000000000,159.7500000000000000,12207.0000000000000000,10870.0000000000000000,9094.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Ghanshyampur, Town Panchayat",51.8000000000000000,11.9600000000000000,4.7800000000000000,797.0000000000000000,240.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Ghoghardiha, Town Panchayat",117.5400000000000000,31.0300000000000000,25.1100000000000000,2067.0000000000000000,1953.0000000000000000,1107.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Ghoshi, Town Panchayat",74.5600000000000000,17.2000000000000000,6.8800000000000000,1147.0000000000000000,201.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Giriak, Town Panchayat",21.7700000000000000,5.0300000000000000,2.0100000000000000,335.0000000000000000,25.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Gogri Jamalpur, Municipality",222.9000000000000000,59.3700000000000000,46.5100000000000000,3955.0000000000000000,2987.0000000000000000,2244.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Gopalganj, Municipality",79.8000000000000000,21.3400000000000000,13.9700000000000000,1391.0000000000000000,1181.0000000000000000,618.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Gopalpur, Town Panchayat",17.0300000000000000,3.9300000000000000,1.58000000000000000000,262.0000000000000000,103.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Goraul, Town Panchayat",52.9800000000000000,12.2200000000000000,4.8900000000000000,815.0000000000000000,1.00000000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Guthani, Town Panchayat",28.0800000000000000,6.4800000000000000,2.5900000000000000,432.0000000000000000,14.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Habibpur, Town Panchayat",48.8800000000000000,11.2800000000000000,4.5100000000000000,752.0000000000000000,48.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Hajipur, Municipality",379.8100000000000000,98.0100000000000000,78.1300000000000000,6277.0000000000000000,4785.0000000000000000,2968.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Harnaut, Town Panchayat",17.0300000000000000,3.9300000000000000,1.57000000000000000000,262.0000000000000000,58.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Hasanpura, Town Panchayat",17.0900000000000000,3.9500000000000000,1.58000000000000000000,263.0000000000000000,42.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Hata, Town Panchayat",32.8900000000000000,7.5900000000000000,3.0400000000000000,506.0000000000000000,2.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Hathua, Town Panchayat",10.9200000000000000,2.5200000000000000,1.01000000000000000000,168.0000000000000000,,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Haweli Kharagpur, Municipality",62.6400000000000000,16.3400000000000000,13.0100000000000000,1053.0000000000000000,857.0000000000000000,642.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Hayaghat, Town Panchayat",26.5900000000000000,6.1300000000000000,2.4500000000000000,409.0000000000000000,42.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Hilsa, Municipality",29.7900000000000000,7.7600000000000000,5.6600000000000000,507.0000000000000000,394.0000000000000000,283.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Hisua, Town Panchayat",75.1200000000000000,19.4300000000000000,11.5600000000000000,1282.0000000000000000,549.0000000000000000,461.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Imamganj, Town Panchayat",45.6300000000000000,10.5300000000000000,4.2100000000000000,702.0000000000000000,146.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Islampur, Municipality",13.0200000000000000,3.3500000000000000,2.5200000000000000,217.0000000000000000,196.0000000000000000,148.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Itarhi, Town Panchayat",26.6500000000000000,6.1500000000000000,2.4600000000000000,410.0000000000000000,49.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jagdishpur, Town Panchayat",173.9100000000000000,50.9200000000000000,36.6000000000000000,3387.0000000000000000,3213.0000000000000000,1662.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jainagar, Town Panchayat",71.3100000000000000,18.9600000000000000,13.8400000000000000,1254.0000000000000000,1129.0000000000000000,784.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jale, Town Panchayat",168.1600000000000000,38.8000000000000000,15.5200000000000000,2587.0000000000000000,496.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jamalpur, Municipality",46.5700000000000000,11.7100000000000000,9.6000000000000000,743.0000000000000000,678.0000000000000000,554.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jamui, Municipality",231.9900000000000000,70.0500000000000000,63.8400000000000000,4643.0000000000000000,4604.0000000000000000,3154.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Janakpur Road, Municipality",295.5400000000000000,70.0500000000000000,41.2100000000000000,4669.0000000000000000,3243.0000000000000000,2177.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jandaha, Town Panchayat",49.5300000000000000,11.4300000000000000,4.5700000000000000,762.0000000000000000,156.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jankinagar, Town Panchayat",89.1800000000000000,20.5800000000000000,8.2300000000000000,1372.0000000000000000,11.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jehanabad, Municipality",79.8900000000000000,19.6000000000000000,14.8700000000000000,1221.0000000000000000,942.0000000000000000,632.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jhajha, Municipality",119.4800000000000000,32.1500000000000000,22.8300000000000000,2139.0000000000000000,1470.0000000000000000,1052.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jhanjharpur, Municipality",208.7900000000000000,54.0700000000000000,38.4700000000000000,3599.0000000000000000,3084.0000000000000000,956.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jogabani, Municipality",82.4800000000000000,20.7000000000000000,13.6500000000000000,1380.0000000000000000,790.0000000000000000,477.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Jokihat, Town Panchayat",17.0900000000000000,3.9400000000000000,1.58000000000000000000,263.0000000000000000,6.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kahalgaon, Town Panchayat",53.0500000000000000,14.6900000000000000,9.6700000000000000,973.0000000000000000,784.0000000000000000,474.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kako, Town Panchayat",15.4000000000000000,3.5600000000000000,1.42000000000000000000,237.0000000000000000,,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kamtaul Ahiyari, Town Panchayat",57.1400000000000000,13.1800000000000000,5.2700000000000000,879.0000000000000000,20.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kanti, Municipality",201.4500000000000000,60.2900000000000000,47.1200000000000000,3982.0000000000000000,3663.0000000000000000,1820.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Karakat, Town Panchayat",29.5800000000000000,6.8200000000000000,2.7300000000000000,455.0000000000000000,75.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kasba, Town Panchayat",120.8100000000000000,33.9600000000000000,27.1600000000000000,2260.0000000000000000,2170.0000000000000000,958.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kataiya, Town Panchayat",158.4900000000000000,42.3300000000000000,22.6100000000000000,2821.0000000000000000,2206.0000000000000000,1273.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Katihar, Municipal Corporation",229.8400000000000000,79.5000000000000000,71.3500000000000000,4225.0000000000000000,3769.0000000000000000,2258.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Katoria, Town Panchayat",25.9300000000000000,5.9900000000000000,2.3900000000000000,399.0000000000000000,,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kesaria, Town Panchayat",152.9200000000000000,42.4000000000000000,30.9800000000000000,2826.0000000000000000,2632.0000000000000000,1711.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Khagaria, Municipality",35.7200000000000000,10.0600000000000000,7.1300000000000000,655.0000000000000000,436.0000000000000000,392.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Khagaul, Municipality",58.8100000000000000,8.9100000000000000,8.5900000000000000,446.0000000000000000,396.0000000000000000,381.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Khizarsarai, Town Panchayat",30.2300000000000000,6.9700000000000000,2.7900000000000000,465.0000000000000000,61.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Khusrupur, Town Panchayat",80.5600000000000000,24.1300000000000000,19.4300000000000000,1604.0000000000000000,1538.0000000000000000,1402.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kishanganj, Municipality",408.5700000000000000,122.4500000000000000,80.8800000000000000,8152.0000000000000000,8079.0000000000000000,3408.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Koath, Town Panchayat",97.7300000000000000,27.2700000000000000,22.3100000000000000,1818.0000000000000000,1699.0000000000000000,1332.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kochas, Town Panchayat",62.2000000000000000,17.3700000000000000,14.7500000000000000,1158.0000000000000000,1158.0000000000000000,686.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Koilwar, Town Panchayat",50.6400000000000000,13.9000000000000000,10.4700000000000000,918.0000000000000000,753.0000000000000000,617.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kopa, Town Panchayat",1.30000000000000000000,0.30000000000000000000,0.12000000000000000000,20.0000000000000000,9.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Korha, Town Panchayat",21.4500000000000000,4.9500000000000000,1.98000000000000000000,330.0000000000000000,,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kudra, Town Panchayat",14.8200000000000000,3.4200000000000000,1.37000000000000000000,228.0000000000000000,81.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kurhani, Town Panchayat",28.0800000000000000,6.4800000000000000,2.5900000000000000,432.0000000000000000,35.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kursela, Town Panchayat",14.8800000000000000,3.4400000000000000,1.37000000000000000000,229.0000000000000000,31.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kurtha, Town Panchayat",2.7300000000000000,0.63000000000000000000,0.25000000000000000000,42.0000000000000000,27.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Kusheswar Asthan East, Town Panchayat",42.8400000000000000,9.8800000000000000,3.9500000000000000,659.0000000000000000,75.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Lakhisarai, Municipality",154.5100000000000000,40.3800000000000000,28.5900000000000000,2591.0000000000000000,1750.0000000000000000,1269.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Lalganj, Municipality",215.5900000000000000,60.4500000000000000,48.4500000000000000,4018.0000000000000000,3807.0000000000000000,2410.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Lauria, Town Panchayat",34.1300000000000000,7.8800000000000000,3.1500000000000000,525.0000000000000000,127.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Madhepura, Municipality",212.3100000000000000,58.6200000000000000,39.7400000000000000,3887.0000000000000000,3627.0000000000000000,1680.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Madhopur Susta, Town Panchayat",44.6600000000000000,10.3000000000000000,4.1200000000000000,687.0000000000000000,185.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Madhuban, Town Panchayat",0.07000000000000000000,0.03000000000000000000,0.03000000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Madhubani, Municipal Corporation",275.5500000000000000,76.5700000000000000,50.2500000000000000,5026.0000000000000000,4370.0000000000000000,1502.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Maharajganj, Town Panchayat",65.9400000000000000,21.3100000000000000,16.2500000000000000,1419.0000000000000000,1362.0000000000000000,1190.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Mahnar Bazar, Municipality",269.7800000000000000,76.2100000000000000,55.5700000000000000,5079.0000000000000000,5025.0000000000000000,3448.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Mahua, Municipality",171.1300000000000000,50.4300000000000000,37.0700000000000000,3348.0000000000000000,2845.0000000000000000,1533.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Mairwa, Town Panchayat",43.1700000000000000,11.8200000000000000,9.2800000000000000,777.0000000000000000,622.0000000000000000,402.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Makhdumpur, Town Panchayat",97.7400000000000000,25.3400000000000000,14.5400000000000000,1682.0000000000000000,821.0000000000000000,674.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Maner, Town Panchayat",100.2100000000000000,26.4900000000000000,20.4700000000000000,1755.0000000000000000,1366.0000000000000000,952.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Manihari, Town Panchayat",182.0400000000000000,50.8400000000000000,33.4900000000000000,3389.0000000000000000,3251.0000000000000000,858.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Manjhi, Town Panchayat",43.6100000000000000,10.0700000000000000,4.0300000000000000,671.0000000000000000,104.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Mansi, Town Panchayat",26.6500000000000000,6.1500000000000000,2.4600000000000000,410.0000000000000000,77.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Marhaura, Town Panchayat",103.3700000000000000,26.9300000000000000,17.2600000000000000,1794.0000000000000000,1114.0000000000000000,605.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Masaurhi, Municipality",78.2000000000000000,21.0800000000000000,14.8500000000000000,1397.0000000000000000,1007.0000000000000000,795.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Mashrakh, Town Panchayat",32.3000000000000000,7.4600000000000000,2.9800000000000000,497.0000000000000000,55.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Mehsi, Town Panchayat",240.0900000000000000,69.5600000000000000,45.8000000000000000,4636.0000000000000000,4636.0000000000000000,2521.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Minapur, Town Panchayat",56.0300000000000000,12.9300000000000000,5.1700000000000000,862.0000000000000000,271.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Mirganj, Municipality",162.9600000000000000,41.5900000000000000,25.0200000000000000,2768.0000000000000000,1761.0000000000000000,1081.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Mirganj, Town Panchayat",33.5400000000000000,7.7400000000000000,3.1000000000000000,516.0000000000000000,107.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Mohania, Town Panchayat",34.3700000000000000,8.9500000000000000,6.5200000000000000,588.0000000000000000,411.0000000000000000,286.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Mokameh, Municipality",165.0700000000000000,49.2400000000000000,21.9500000000000000,3278.0000000000000000,3229.0000000000000000,1616.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Motihari, Municipal Corporation",192.4400000000000000,45.6600000000000000,26.9000000000000000,2866.0000000000000000,1036.0000000000000000,829.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Motipur, Municipality",199.6200000000000000,53.1800000000000000,32.7300000000000000,3540.0000000000000000,2787.0000000000000000,814.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Munger, Municipal Corporation",88.5500000000000000,23.0000000000000000,19.1500000000000000,1480.0000000000000000,1251.0000000000000000,980.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Muraul, Town Panchayat",13.0700000000000000,3.0200000000000000,1.21000000000000000000,201.0000000000000000,50.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Murliganj, Town Panchayat",201.2300000000000000,56.9600000000000000,43.4700000000000000,3795.0000000000000000,3637.0000000000000000,1412.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Musri Gharari, Town Panchayat",45.0500000000000000,10.3900000000000000,4.1600000000000000,693.0000000000000000,283.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Muzaffarpur, Municipal Corporation",315.3800000000000000,76.1400000000000000,74.4500000000000000,4347.0000000000000000,4022.0000000000000000,3407.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Nabinagar, Town Panchayat",131.5200000000000000,36.6100000000000000,22.9300000000000000,2440.0000000000000000,2309.0000000000000000,920.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Nalanda, Town Panchayat",37.7000000000000000,8.7000000000000000,3.4800000000000000,580.0000000000000000,8.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Narkatiaganj, Municipality",45.7300000000000000,11.5900000000000000,9.7100000000000000,768.0000000000000000,710.0000000000000000,511.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Narpatganj, Town Panchayat",37.6300000000000000,8.6900000000000000,3.4700000000000000,579.0000000000000000,53.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Nasriganj, Town Panchayat",27.7500000000000000,7.6200000000000000,5.9500000000000000,508.0000000000000000,426.0000000000000000,327.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Naubatpur, Town Panchayat",66.0800000000000000,17.7300000000000000,10.4600000000000000,1177.0000000000000000,700.0000000000000000,540.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Naugachhia, Municipality",119.9500000000000000,34.6900000000000000,29.3400000000000000,2303.0000000000000000,2115.0000000000000000,1672.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Nauhatta, Town Panchayat",92.0400000000000000,21.2400000000000000,8.5000000000000000,1416.0000000000000000,45.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Nawada, Municipality",78.6500000000000000,18.8100000000000000,10.5800000000000000,1196.0000000000000000,436.0000000000000000,381.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Nirmali, Town Panchayat",40.7800000000000000,14.6200000000000000,8.6200000000000000,974.0000000000000000,759.0000000000000000,541.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Nokha, Municipality",160.3000000000000000,39.7900000000000000,23.5800000000000000,2652.0000000000000000,1080.0000000000000000,653.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Pakri Dayal, Town Panchayat",181.4600000000000000,50.4500000000000000,36.8000000000000000,3362.0000000000000000,3362.0000000000000000,1971.0000000000000000
India,Bihar,"Calendar Year (Jan - Dec), 2025","Paliganj, Town Panchayat",7.0200000000000000,1.62000000000000000000,0.65000000000000000000,108.0000000000000000,13.0000000000000000,
India,Bihar,"Calendar Year (Jan - Dec), 2025","Parbalpur, Town Panchayat",2.9900000000000000,0.69000000000000000000,0.28000000000000000000,46.0000000000000000,17.0000000000000000,
